   10000   60000
      44    9944     100  100000
      44    3265      94      27
      44    9732     -12      82
      45      46     100  100000
      45      44     100  100000
      45     145     100  100000
      45    9945     100  100000
      45    9735       7      52
      45    1197     -64      29
      46      47     100  100000
      46      45     100  100000
      46     146     100  100000
      46    9946     100  100000
      46    8348     -40      50
      46    2855      91      75
      47      48     100  100000
      47      46     100  100000
      47     147     100  100000
      47    9947     100  100000
      47    6828       8      81
      47    5577     -91      90
      48      49     100  100000
      48      47     100  100000
      48     148     100  100000
      48    9948     100  100000
      48    6921     -93      73
      48    7897     -31      33
      49      50     100  100000
      49      48     100  100000
      49     149     100  100000
      49    9949     100  100000
      49    9391     -79      49
      49    9445      66      54
      50      51     100  100000
      50      49     100  100000
      50     150     100  100000
      50    9950     100  100000
      50    7601      25      51
      50    8395      58      64
      51      52     100  100000
      51      50     100  100000
      51     151     100  100000
      51    9951     100  100000
      51    7187      61      71
      51    9771      57      28
      52      53     100  100000
      52      51     100  100000
      52     152     100  100000
      52    9952     100  100000
      52    6814      15      58
      52    5208      33      54
      53      54     100  100000
      53      52     100  100000
      53     153     100  100000
      53    9953     100  100000
      53    7903      56      30
      53    4142      80      84
      54      55     100  100000
      54      53     100  100000
      54     154     100  100000
      54    9954     100  100000
      54    7701     -90      78
      54    8799     -69      49
      55      56     100  100000
      55      54     100  100000
      55     155     100  100000
      55    9955     100  100000
      55    8284      69      19
      55    9202      82      17
      56      57     100  100000
      56      55     100  100000
      56     156     100  100000
      56    9956     100  100000
      56    9803      -3      52
      56    5145      44      56
      57      58     100  100000
      57      56     100  100000
      57     157     100  100000
      57    9957     100  100000
      57    2133      67      70
      57    4483      27      98
      58      59     100  100000
      58      57     100  100000
      58     158     100  100000
      58    9958     100  100000
      58    3089     -42      69
      58    2034     -23      93
      59      60     100  100000
      59      58     100  100000
      59     159     100  100000
      59    9959     100  100000
      59    2541     -99      97
      59    1399      46      88
      60      61     100  100000
      60      59     100  100000
      60     160     100  100000
      60    9960     100  100000
      60    8570      -4      86
      60    8346      77      31
      61      62     100  100000
      61      60     100  100000
      61     161     100  100000
      61    9961     100  100000
      61    4734      -8      95
      61    6888      21      20
      62      63     100  100000
      62      61     100  100000
      62     162     100  100000
      62    9962     100  100000
      62    7028       2      48
      62    6585      57      74
      63      64     100  100000
      63      62     100  100000
      63     163     100  100000
      63    9963     100  100000
      63     487     -44      76
      63    4353     -37      27
      64      65     100  100000
      64      63     100  100000
      64     164     100  100000
      64    9964     100  100000
      64    8328      -7      20
      64    9260     -74      62
      65      66     100  100000
      65      64     100  100000
      65     165     100  100000
      65    9965     100  100000
      65    6371     -13      93
      65    5390     -14      18
      66      67     100  100000
      66      65     100  100000
      66     166     100  100000
      66    9966     100  100000
      66    2689     -36      31
      66    4183      56      24
      67      68     100  100000
      67      66     100  100000
      67     167     100  100000
      67    9967     100  100000
      67    2959      83      80
      67    4758     -32      62
      68      69     100  100000
      68      67     100  100000
      68     168     100  100000
      68    9968     100  100000
      68    2283      71      56
      68    9740     -13      69
      69      70     100  100000
      69      68     100  100000
      69     169     100  100000
      69    9969     100  100000
      69    8741      36      58
      69    6817      -1      19
      70      71     100  100000
      70      69     100  100000
      70     170     100  100000
      70    9970     100  100000
      70    3806      31      56
      70    1861      64      24
      71      72     100  100000
      71      70     100  100000
      71     171     100  100000
      71    9971     100  100000
      71    5070      36      29
      71    7370      29      52
      72      73     100  100000
      72      71     100  100000
      72     172     100  100000
      72    9972     100  100000
      72    6298      35      24
      72    2748      90      62
      73      74     100  100000
      73      72     100  100000
      73     173     100  100000
      73    9973     100  100000
      73    5504     -83      82
      73    1948      19      27
      74      75     100  100000
      74      73     100  100000
      74     174     100  100000
      74    9974     100  100000
      74    2374       6      42
      74    6591      68      63
      75      76     100  100000
      75      74     100  100000
      75     175     100  100000
      75    9975     100  100000
      75    5223     -14      66
      75    4169     -43      33
      76      77     100  100000
      76      75     100  100000
      76     176     100  100000
      76    9976     100  100000
      76    5343      65      96
      76    6003     -52      87
      77      78     100  100000
      77      76     100  100000
      77     177     100  100000
      77    9977     100  100000
      77    1992      53      39
      77    1763     -51      16
      78      79     100  100000
      78      77     100  100000
      78     178     100  100000
      78    9978     100  100000
      78    6664      16      11
      78    1572      70      80
      79      80     100  100000
      79      78     100  100000
      79     179     100  100000
      79    9979     100  100000
      79    8795      30      26
      79    8528      -9      44
      80      81     100  100000
      80      79     100  100000
      80     180     100  100000
      80    9980     100  100000
      80     970     -37      32
      80    6359     -80      65
      81      82     100  100000
      81      80     100  100000
      81     181     100  100000
      81    9981     100  100000
      81    6981     -65      41
      81    2720     -40      49
      82      83     100  100000
      82      81     100  100000
      82     182     100  100000
      82    9982     100  100000
      82     969      11      49
      82    7896      72      97
      83      84     100  100000
      83      82     100  100000
      83     183     100  100000
      83    9983     100  100000
      83    7641      86      14
      83    3204      30      17
      84      85     100  100000
      84      83     100  100000
      84     184     100  100000
      84    9984     100  100000
      84    6500     -25      67
      84    3834     -70      19
      85      86     100  100000
      85      84     100  100000
      85     185     100  100000
      85    9985     100  100000
      85    9815      84      61
      85    9337     -34      91
      86      87     100  100000
      86      85     100  100000
      86     186     100  100000
      86    9986     100  100000
      86    6935     -16      40
      86    8750      63      24
      87      88     100  100000
      87      86     100  100000
      87     187     100  100000
      87    9987     100  100000
      87    5035      77      64
      87    3692      13      85
      88      89     100  100000
      88      87     100  100000
      88     188     100  100000
      88    9988     100  100000
      88     295     -22      82
      88    6597     -96      88
      89      90     100  100000
      89      88     100  100000
      89     189     100  100000
      89    9989     100  100000
      89    1914      66      82
      89    6450     -49      70
      90      91     100  100000
      90      89     100  100000
      90     190     100  100000
      90    9990     100  100000
      90    4081     -69      40
      90    1116      27      54
      91      92     100  100000
      91      90     100  100000
      91     191     100  100000
      91    9991     100  100000
      91    9802     -85      87
      91    5557     -61      99
      92      93     100  100000
      92      91     100  100000
      92     192     100  100000
      92    9992     100  100000
      92    6773      96      94
      92    1326      57      43
      93      94     100  100000
      93      92     100  100000
      93     193     100  100000
      93    9993     100  100000
      93    1579     -36      30
      93    6788     -41      79
      94      95     100  100000
      94      93     100  100000
      94     194     100  100000
      94    9994     100  100000
      94    5697      82      56
      94    8661     -32      18
      95      96     100  100000
      95      94     100  100000
      95     195     100  100000
      95    9995     100  100000
      95    6544     -33      75
      95    2431     -92      75
      96      97     100  100000
      96      95     100  100000
      96     196     100  100000
      96    9996     100  100000
      96    8946      -3      21
      96     351      56      46
      97      98     100  100000
      97      96     100  100000
      97     197     100  100000
      97    9997     100  100000
      97     987      64      41
      97    4839     -42      42
      98      99     100  100000
      98      97     100  100000
      98     198     100  100000
      98    9998     100  100000
      98    8258      27      50
      98    1502     -62      11
      99     100     100  100000
      99      98     100  100000
      99     199     100  100000
      99    9999     100  100000
      99    6876     -44      88
      99    3507      -8      85
     100       1     100  100000
     100      99     100  100000
     100     200     100  100000
     100   10000     100  100000
     100    5352      27      19
     100    3012      85      39
     101     102     100  100000
     101     200     100  100000
     101     201     100  100000
     101       1     100  100000
     101    2095      63      23
     101    7020      -2      91
     102     103     100  100000
     102     101     100  100000
     102     202     100  100000
     102       2     100  100000
     102    8695     -67      67
     102    8757      19      18
     103     104     100  100000
     103     102     100  100000
     103     203     100  100000
     103       3     100  100000
     103    1367      96      67
     103    4175      46      95
     104     105     100  100000
     104     103     100  100000
     104     204     100  100000
     104       4     100  100000
     104     310      26      91
     104    3865      51      17
     105     106     100  100000
     105     104     100  100000
     105     205     100  100000
     105       5     100  100000
     105    9722       4      75
     105     180     -50      56
     106     107     100  100000
     106     105     100  100000
     106     206     100  100000
     106       6     100  100000
     106    1831      -1      84
     106    4804      62      91
     107     108     100  100000
     107     106     100  100000
     107     207     100  100000
     107       7     100  100000
     107    1804     -71      62
     107    5576     -85      77
     108     109     100  100000
     108     107     100  100000
     108     208     100  100000
     108       8     100  100000
     108    2607     -42      69
     108    2565      81      23
     109     110     100  100000
     109     108     100  100000
     109     209     100  100000
     109       9     100  100000
     109    2286      99      42
     109    6931     -19      88
     110     111     100  100000
     110     109     100  100000
     110     210     100  100000
     110      10     100  100000
     110    9354     -63      43
     110    1375      -6      55
     111     112     100  100000
     111     110     100  100000
     111     211     100  100000
     111      11     100  100000
     111     147     -56      57
     111    6942      93      99
     112     113     100  100000
     112     111     100  100000
     112     212     100  100000
     112      12     100  100000
     112    2462     -40      85
     112    6922     -86      53
     113     114     100  100000
     113     112     100  100000
     113     213     100  100000
     113      13     100  100000
     113    1286      41      53
     113    5758     -34      84
     114     115     100  100000
     114     113     100  100000
     114     214     100  100000
     114      14     100  100000
     114    5757       1      96
     114    8615      94      94
     115     116     100  100000
     115     114     100  100000
     115     215     100  100000
     115      15     100  100000
     115    4369      20      16
     115    1855      62      22
     116     117     100  100000
     116     115     100  100000
     116     216     100  100000
     116      16     100  100000
     116    9905     -59      47
     116    7265     -59      82
     117     118     100  100000
     117     116     100  100000
     117     217     100  100000
     117      17     100  100000
     117    6566     -26      10
     117    7353      83      65
     118     119     100  100000
     118     117     100  100000
     118     218     100  100000
     118      18     100  100000
     118     929     -40      30
     118     430     -97      48
     119     120     100  100000
     119     118     100  100000
     119     219     100  100000
     119      19     100  100000
     119    6719     -43      61
     119     425      53      63
     120     121     100  100000
     120     119     100  100000
     120     220     100  100000
     120      20     100  100000
     120    5375      31      14
     120    7560      77      95
     121     122     100  100000
     121     120     100  100000
     121     221     100  100000
     121      21     100  100000
     121     248     -67      97
     121    7926      72      28
     122     123     100  100000
     122     121     100  100000
     122     222     100  100000
     122      22     100  100000
     122     757     -82      83
     122    5495      70      61
     123     124     100  100000
     123     122     100  100000
     123     223     100  100000
     123      23     100  100000
     123    9837     -21      98
     123    2404     -10      81
     124     125     100  100000
     124     123     100  100000
     124     224     100  100000
     124      24     100  100000
     124    2628      80      74
     124    7424       5      16
     125     126     100  100000
     125     124     100  100000
     125     225     100  100000
     125      25     100  100000
     125    9190     -82      54
     125    9085     -85      97
     126     127     100  100000
     126     125     100  100000
     126     226     100  100000
     126      26     100  100000
     126    5643      20      62
     126    5735      64      71
     127     128     100  100000
     127     126     100  100000
     127     227     100  100000
     127      27     100  100000
     127    1424     -79      79
     127    7157     -83      97
     128     129     100  100000
     128     127     100  100000
     128     228     100  100000
     128      28     100  100000
     128    5917     -25      10
     128    2706     -66      23
     129     130     100  100000
     129     128     100  100000
     129     229     100  100000
     129      29     100  100000
     129    2623     -19      38
     129    4095     -30      73
     130     131     100  100000
     130     129     100  100000
     130     230     100  100000
     130      30     100  100000
     130    5032     -78      25
     130    9807      99      17
     131     132     100  100000
     131     130     100  100000
     131     231     100  100000
     131      31     100  100000
     131    5730      77      57
     131    9152      46      41
     132     133     100  100000
     132     131     100  100000
     132     232     100  100000
     132      32     100  100000
     132    7535     -93      50
     132    2729      23      31
     133     134     100  100000
     133     132     100  100000
     133     233     100  100000
     133      33     100  100000
     133    8462     -27      35
     133    2897      -4      48
     134     135     100  100000
     134     133     100  100000
     134     234     100  100000
     134      34     100  100000
     134    1708     -53      62
     134    4225      14      17
     135     136     100  100000
     135     134     100  100000
     135     235     100  100000
     135      35     100  100000
     135    9225     -38      84
     135    9076       1      21
     136     137     100  100000
     136     135     100  100000
     136     236     100  100000
     136      36     100  100000
     136    2548     -40      11
     136    8508     -73      31
     137     138     100  100000
     137     136     100  100000
     137     237     100  100000
     137      37     100  100000
     137    2808     -82      49
     137    4251     -38      86
     138     139     100  100000
     138     137     100  100000
     138     238     100  100000
     138      38     100  100000
     138    1962      74      59
     138    1839      36      21
     139     140     100  100000
     139     138     100  100000
     139     239     100  100000
     139      39     100  100000
     139    5327     -20      52
     139    9796      99      17
     140     141     100  100000
     140     139     100  100000
     140     240     100  100000
     140      40     100  100000
     140    7370     -63      26
     140    8665      62      16
     141     142     100  100000
     141     140     100  100000
     141     241     100  100000
     141      41     100  100000
     141    5690      45      34
     141    5252      45      59
     142     143     100  100000
     142     141     100  100000
     142     242     100  100000
     142      42     100  100000
     142     664      19      66
     142    9178     -86      49
     143     144     100  100000
     143     142     100  100000
     143     243     100  100000
     143      43     100  100000
     143    2783      48      59
     143    7374     -53      63
     144     145     100  100000
     144     143     100  100000
     144     244     100  100000
     144      44     100  100000
     144    5062     -75      83
     144    5769      75      72
     145     146     100  100000
     145     144     100  100000
     145     245     100  100000
     145      45     100  100000
     145    9075     -81      58
     145    6982       8      16
     146     147     100  100000
     146     145     100  100000
     146     246     100  100000
     146      46     100  100000
     146    7975     -17      42
     146    3363      71      40
     147     148     100  100000
     147     146     100  100000
     147     247     100  100000
     147      47     100  100000
     147    1829      51      96
     147    8575      29      20
     148     149     100  100000
     148     147     100  100000
     148     248     100  100000
     148      48     100  100000
     148    8515     -57      73
     148    9319     -50      29
     149     150     100  100000
     149     148     100  100000
     149     249     100  100000
     149      49     100  100000
     149    5830     -95      19
     149    5070     -74      51
     150     151     100  100000
     150     149     100  100000
     150     250     100  100000
     150      50     100  100000
     150     297      27      21
     150      83     -88      83
     151     152     100  100000
     151     150     100  100000
     151     251     100  100000
     151      51     100  100000
     151    4419      10      43
     151     896      23      94
     152     153     100  100000
     152     151     100  100000
     152     252     100  100000
     152      52     100  100000
     152    9603     -81      76
     152    3712     -18      93
     153     154     100  100000
     153     152     100  100000
     153     253     100  100000
     153      53     100  100000
     153    1826       8      14
     153    4282     -66      77
     154     155     100  100000
     154     153     100  100000
     154     254     100  100000
     154      54     100  100000
     154    5512     -16      43
     154    9411      -2      65
     155     156     100  100000
     155     154     100  100000
     155     255     100  100000
     155      55     100  100000
     155    7311      -7      58
     155    6515       3      40
     156     157     100  100000
     156     155     100  100000
     156     256     100  100000
     156      56     100  100000
     156    2432      26      93
     156    8019     -73      61
     157     158     100  100000
     157     156     100  100000
     157     257     100  100000
     157      57     100  100000
     157    9879     -50      57
     157     891     -56      42
     158     159     100  100000
     158     157     100  100000
     158     258     100  100000
     158      58     100  100000
     158    4922      94      25
     158    4070      62      27
     159     160     100  100000
     159     158     100  100000
     159     259     100  100000
     159      59     100  100000
     159     390      21      17
     159    7829      98      25
     160     161     100  100000
     160     159     100  100000
     160     260     100  100000
     160      60     100  100000
     160    3948     -46      92
     160     690     -39      65
     161     162     100  100000
     161     160     100  100000
     161     261     100  100000
     161      61     100  100000
     161    6348      25      20
     161    8919      49      33
     162     163     100  100000
     162     161     100  100000
     162     262     100  100000
     162      62     100  100000
     162    4964      48      72
     162    6190     -60      94
     163     164     100  100000
     163     162     100  100000
     163     263     100  100000
     163      63     100  100000
     163    1609      79      22
     163    2274      -6      60
     164     165     100  100000
     164     163     100  100000
     164     264     100  100000
     164      64     100  100000
     164    7065     -75      21
     164    3781     -68      56
     165     166     100  100000
     165     164     100  100000
     165     265     100  100000
     165      65     100  100000
     165    9248      10      96
     165    7204      -3      95
     166     167     100  100000
     166     165     100  100000
     166     266     100  100000
     166      66     100  100000
     166    2812     -32      19
     166    2494      -8      96
     167     168     100  100000
     167     166     100  100000
     167     267     100  100000
     167      67     100  100000
     167    4949      73      71
     167    1158     -94      55
     168     169     100  100000
     168     167     100  100000
     168     268     100  100000
     168      68     100  100000
     168    8504     -39      24
     168     452      18      74
     169     170     100  100000
     169     168     100  100000
     169     269     100  100000
     169      69     100  100000
     169    3506       3      62
     169    1619      73      16
     170     171     100  100000
     170     169     100  100000
     170     270     100  100000
     170      70     100  100000
     170    8851     -15      22
     170     730       8      12
     171     172     100  100000
     171     170     100  100000
     171     271     100  100000
     171      71     100  100000
     171    1259      90      32
     171    6583      89      81
     172     173     100  100000
     172     171     100  100000
     172     272     100  100000
     172      72     100  100000
     172    7809      77      15
     172     837      43      71
     173     174     100  100000
     173     172     100  100000
     173     273     100  100000
     173      73     100  100000
     173    5934     -45      36
     173    2927     -34      22
     174     175     100  100000
     174     173     100  100000
     174     274     100  100000
     174      74     100  100000
     174    3370     -50      52
     174    7048      98      96
     175     176     100  100000
     175     174     100  100000
     175     275     100  100000
     175      75     100  100000
     175    5684      59      71
     175    5185     -90      22
     176     177     100  100000
     176     175     100  100000
     176     276     100  100000
     176      76     100  100000
     176    3504      96      82
     176    5293      -9      83
     177     178     100  100000
     177     176     100  100000
     177     277     100  100000
     177      77     100  100000
     177    4065      63      32
     177    2099     -26      17
     178     179     100  100000
     178     177     100  100000
     178     278     100  100000
     178      78     100  100000
     178    7603     -77      84
     178    8177      82      56
     179     180     100  100000
     179     178     100  100000
     179     279     100  100000
     179      79     100  100000
     179    9105      95      91
     179    3784     -60      60
     180     181     100  100000
     180     179     100  100000
     180     280     100  100000
     180      80     100  100000
     180    8114      37      97
     180    5338     -72      87
     181     182     100  100000
     181     180     100  100000
     181     281     100  100000
     181      81     100  100000
     181      74      32      32
     181    3351      48      14
     182     183     100  100000
     182     181     100  100000
     182     282     100  100000
     182      82     100  100000
     182    2367      70      45
     182    4654      13      57
     183     184     100  100000
     183     182     100  100000
     183     283     100  100000
     183      83     100  100000
     183    4787      71      23
     183    4681     -96      33
     184     185     100  100000
     184     183     100  100000
     184     284     100  100000
     184      84     100  100000
     184    2013      81      91
     184    3765      53      76
     185     186     100  100000
     185     184     100  100000
     185     285     100  100000
     185      85     100  100000
     185    6357      60      26
     185    2147     -50      54
     186     187     100  100000
     186     185     100  100000
     186     286     100  100000
     186      86     100  100000
     186    1531     -56      23
     186    1456      21      66
     187     188     100  100000
     187     186     100  100000
     187     287     100  100000
     187      87     100  100000
     187    2296     -89      67
     187    7058       2      55
     188     189     100  100000
     188     187     100  100000
     188     288     100  100000
     188      88     100  100000
     188    9745     -55      48
     188    9842      42      39
     189     190     100  100000
     189     188     100  100000
     189     289     100  100000
     189      89     100  100000
     189    9056      -8      14
     189    4373       9      91
     190     191     100  100000
     190     189     100  100000
     190     290     100  100000
     190      90     100  100000
     190     188      55      21
     190    1386     -72      19
     191     192     100  100000
     191     190     100  100000
     191     291     100  100000
     191      91     100  100000
     191    3381      80      34
     191     417      45      52
     192     193     100  100000
     192     191     100  100000
     192     292     100  100000
     192      92     100  100000
     192    7560     -30      62
     192    6074     -80      30
     193     194     100  100000
     193     192     100  100000
     193     293     100  100000
     193      93     100  100000
     193    2094     -35      81
     193    8254      71      71
     194     195     100  100000
     194     193     100  100000
     194     294     100  100000
     194      94     100  100000
     194    5675      70      18
     194    9293      27      83
     195     196     100  100000
     195     194     100  100000
     195     295     100  100000
     195      95     100  100000
     195    1726     -42      93
     195    3022      83      10
     196     197     100  100000
     196     195     100  100000
     196     296     100  100000
     196      96     100  100000
     196    6936      71      87
     196    6736      64      35
     197     198     100  100000
     197     196     100  100000
     197     297     100  100000
     197      97     100  100000
     197    4194     -32      90
     197    8632     -91      59
     198     199     100  100000
     198     197     100  100000
     198     298     100  100000
     198      98     100  100000
     198    3367     -24      65
     198    6024     -28      48
     199     200     100  100000
     199     198     100  100000
     199     299     100  100000
     199      99     100  100000
     199    7701      36      12
     199    2339      22      94
     200     101     100  100000
     200     199     100  100000
     200     300     100  100000
     200     100     100  100000
     200    8527       8      22
     200    2092       0      36
     201     202     100  100000
     201     300     100  100000
     201     301     100  100000
     201     101     100  100000
     201    9484     -21      45
     201    3678      39      40
     202     203     100  100000
     202     201     100  100000
     202     302     100  100000
     202     102     100  100000
     202     166      99      52
     202    5377      21      79
     203     204     100  100000
     203     202     100  100000
     203     303     100  100000
     203     103     100  100000
     203    2226      77      33
     203     796      57      62
     204     205     100  100000
     204     203     100  100000
     204     304     100  100000
     204     104     100  100000
     204    9042      65      84
     204    8253      45      56
     205     206     100  100000
     205     204     100  100000
     205     305     100  100000
     205     105     100  100000
     205    6851      31      97
     205    7503      -4      88
     206     207     100  100000
     206     205     100  100000
     206     306     100  100000
     206     106     100  100000
     206    1459      60      60
     206     290      46      36
     207     208     100  100000
     207     206     100  100000
     207     307     100  100000
     207     107     100  100000
     207    3505     -97      44
     207    4849      74      64
     208     209     100  100000
     208     207     100  100000
     208     308     100  100000
     208     108     100  100000
     208    9893      52      44
     208    1482      35      22
     209     210     100  100000
     209     208     100  100000
     209     309     100  100000
     209     109     100  100000
     209    8482     -32      59
     209    6862     -24      53
     210     211     100  100000
     210     209     100  100000
     210     310     100  100000
     210     110     100  100000
     210    6407      29      25
     210    8184     -19      87
     211     212     100  100000
     211     210     100  100000
     211     311     100  100000
     211     111     100  100000
     211    7679      82      70
     211    2449      29      35
     212     213     100  100000
     212     211     100  100000
     212     312     100  100000
     212     112     100  100000
     212    2559      84      67
     212    2485     -13      71
     213     214     100  100000
     213     212     100  100000
     213     313     100  100000
     213     113     100  100000
     213    6342     -96      88
     213    2647       6      44
     214     215     100  100000
     214     213     100  100000
     214     314     100  100000
     214     114     100  100000
     214    2297       1      56
     214    3092      43      49
     215     216     100  100000
     215     214     100  100000
     215     315     100  100000
     215     115     100  100000
     215    8464     -51      81
     215    5595     -82      30
     216     217     100  100000
     216     215     100  100000
     216     316     100  100000
     216     116     100  100000
     216    9335      52      44
     216    8922      10      61
     217     218     100  100000
     217     216     100  100000
     217     317     100  100000
     217     117     100  100000
     217    5266      21      11
     217     523      98      19
     218     219     100  100000
     218     217     100  100000
     218     318     100  100000
     218     118     100  100000
     218    7693     -95      35
     218    3256      13      21
     219     220     100  100000
     219     218     100  100000
     219     319     100  100000
     219     119     100  100000
     219    7970      61      34
     219    6725     -71      91
     220     221     100  100000
     220     219     100  100000
     220     320     100  100000
     220     120     100  100000
     220      63      50      11
     220    3565       9      49
     221     222     100  100000
     221     220     100  100000
     221     321     100  100000
     221     121     100  100000
     221    9919       0      71
     221    7169     -16      73
     222     223     100  100000
     222     221     100  100000
     222     322     100  100000
     222     122     100  100000
     222    9900     -30      67
     222    4278      89      28
     223     224     100  100000
     223     222     100  100000
     223     323     100  100000
     223     123     100  100000
     223    9823      82      90
     223    2797      80      97
     224     225     100  100000
     224     223     100  100000
     224     324     100  100000
     224     124     100  100000
     224    7250      18      41
     224    3011     -96      40
     225     226     100  100000
     225     224     100  100000
     225     325     100  100000
     225     125     100  100000
     225     602     -17      96
     225    9464      40      84
     226     227     100  100000
     226     225     100  100000
     226     326     100  100000
     226     126     100  100000
     226    6006     -73      31
     226     135      58      63
     227     228     100  100000
     227     226     100  100000
     227     327     100  100000
     227     127     100  100000
     227    6589     -65      66
     227    5312     -21      90
     228     229     100  100000
     228     227     100  100000
